name,dp_cost,dp_rating,dp_taste_rating,dp_env_rating,dp_service_rating,dp_comment_num,dp_recommendation_dish,dp_comment_keywords,dp_top3_comments,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
鸭得堡老鸭汤鸭血粉丝(南京鼓楼医院店),24.0,4.2,4.2,4.2,4.2,132.0,"招牌鸭血粉丝汤,鸭血粉丝汤,锅巴,蟹黄汤包,虾仁汤包,全套老鸭粉丝汤,招牌老鸭粉丝汤,芙蓉汤包,鸭丁烧麦,鸭肝鸭肠鸭血粉丝汤","{""味道赞: 62"", ""环境很好: 42"", ""装修精美: 37"", ""服务热情: 32"", ""肉类好: 25"", ""菜品健康: 12"", ""主食赞: 7"", ""分量足: 5"", ""上菜快: 3"", ""约会圣地: 1""}","[(""2025-05-25"", ""鸭血粉丝好吃，份量足，不够也能免费续粉，在南大期间一周至少来两次。""), (""2025-05-25"", ""口味挺好 带娃来吃，一个喜欢鸭血粉丝，一个喜欢汤包""), (""2025-05-24"", ""地点：地铁 2 号线南大仙林中心站下。在和园门口商业街第二排，西边，路过百果园再往西走几步就能看到了。在一楼点单，到二楼或三楼找座位，会有服务员将餐食送到座位。口味很不错，性价比很高。一份经典老鸭粉丝汤可以吃很饱。"")]",天津路与汉口路交叉口北100米,"118.783043,32.054800",餐饮服务;中餐厅;中餐厅,,,3.9,,,
南京大学(鼓楼校区)食堂,16.0,4.0,3.9,3.9,4.0,397.0,"鸡肉鲜虾水饺,滑炒鱼片盖浇饭,花生牛奶,香菇鲜肉小馄饨,麻辣香锅,杂粮煎饼,芒果水饺,红烧排骨,鳕鱼饺,酱鸭","{""味道赞: 58"", ""性价比高: 45"", ""价格实惠: 36"", ""菜品健康: 19"", ""主食赞: 10"", ""分量足: 5"", ""午餐: 33"", ""现做现卖: 7"", ""工作餐: 3"", ""约会圣地: 1""}","[(""2025-05-09"", ""校友可以申请卡，充值后在食堂吃饭，很方便呀。""), (""2025-04-23"", ""好吃，而且菜量也很大，食材新鲜健康，大家吃的也很满意""), (""2025-03-29"", ""这家食堂菜样丰富，鸡肉鲜虾水饺嚼劲十足，荤素搭配样样俱全，大部分学校食堂口味单一，但这真是美美食堂，大家可以都来品尝推荐：麻辣香锅 鳕鱼饺 鸡肉鲜虾水饺 花生牛奶 杂粮煎饼 滑炒鱼片盖浇饭 香菇鲜肉小馄饨 红烧排骨"")]",汉口路22号南京大学鼓楼校区南园(近广州路),"118.781022,32.051694",餐饮服务;中餐厅;中餐厅,17368712592,13.0,4.2,08:00-20:30,周一至周日 08:00-20:30,
南京大学鼓楼校区第二学生餐厅,14.0,3.7,3.6,3.7,3.6,32.0,"鸡蛋木耳青椒炒热狗,油煎土豆茄子,木耳炒山药","{""性价比高"":5, ""菜品不错"":4, ""味道赞"":4, ""价格实惠"":4, ""早餐"":7, ""午餐"":5, ""晚餐"":4, ""店内消毒"":1}","[(""2024-10-26"", ""嚼得菜根，做得大事！哈哈哈哈哈哈！口味：中规中矩，果腹餐，详情见标语。[薄荷] 环境：环境挺敞亮，座位很多。...""), (""2024-09-17"", ""这次我们来到了市区南大食堂来探店啦，和小同学们一起就餐啦。孩子妈妈买了五个菜，四十多吧，我们二个人吃，主要是 4 个荤菜，一个素材，价格也不是太贵。口味就非常的好啦，这个红烧肉是个特色，口味太好了，比饭店的都好吃。""), (""2024-07-05"", ""炒饭还行，但 12 块钱稍贵，7 - 8 块是正常水平 红烧烤鸭不错"")]",汉口路22号南京大学鼓楼校区交响乐团附近,"118.781121,32.051500",餐饮服务;中餐厅;中餐厅,,13.0,4.1,,,
EAT食社餐厅,101.0,4.4,4.2,4.6,4.4,5890.0,"招牌鸡肉芝士饼,班尼迪克蛋佐烟熏三文鱼,博洛尼亚传统肉酱意面,特色烤春鸡,香草嫩煎鸡扒,招牌牛油果沙拉,博洛尼亚传统肉酱面,鸡肉凯撒沙拉,芝士瀑布肉酱薯条,三文鱼温泉流心蛋熔岩饭","{""不用排队: 35"", ""停车方便: 9"", ""有萌宠: 8"", ""Brunch: 569"", ""弄堂小店: 437"", ""文艺清新: 381"", ""约会圣地: 159"", ""下午茶: 89"", ""可带宠物: 10"", ""店内消毒: 1""}","[(""2025-05-26"", ""当打半天牛马，回家陪胖丁。胖丁很满意。鸡肉芝士饼和别家不一样，就只有鸡肉和芝士，这点我俩都特别满意。牛排七分，还是有很多血，他可能还是喜欢更熟一点的，但是太熟了又会咬不动，就很纠结。他说下次来吃意面，我说 OK。推荐：招牌鸡肉芝士饼""), (""2025-05-25"", ""环境出片，服务态度不错，套餐我和女儿都没有吃完推荐：招牌鸡肉芝士饼""), (""2025-05-22"", ""菜品很好看也很符合我的口味、店里气氛也适合、推荐：招牌鸡肉芝士饼 班尼迪克蛋佐烟熏三文鱼与牛油果 香草嫩煎鸡扒"")]",汉口路南秀村21号102室,"118.775536,32.054727",餐饮服务;外国餐厅;西餐厅(综合风味),13852299232;18856567317,86.0,4.7,,"周二至周日 11:00-15:00,17:00-21:00","鸡肉芝士饼,牛油果沙拉,肉酱意大利面,煎羊排,三明治,牛排,培根奶油蘑菇通心,烟熏三文鱼意面,鸡翅,芝士培根焗薯蓉,mojito,海南鸡饭,番茄酱,烤鸡,芝士,薯条,咕咕鸡,鸡肉,菠菜,意面,三文鱼,早午餐,薄饼,香肠"
咕咕鸡韩国料理(汉口路店),67.0,4.0,4.0,4.1,4.2,2516.0,"咕咕炸鸡,拉面年糕,无骨双拼,烤五花肉,嫩豆腐汤,石锅拌饭,牛肉菌菇火锅,酱拌炸鸡,鱼糕汤,咕咕酱饼","{""海鲜棒: 31"", ""不用排队: 12"", ""停车方便: 3"", ""弄堂小店: 57"", ""闺蜜聚会: 19"", ""朋友聚餐: 15"", ""文艺清新: 9"", ""约会圣地: 7"", ""请客: 5"", ""上菜慢: 43""}","[(""2025-05-26"", ""[咕咕炸鸡] 很大一份 娃觉得比肯德基好吃，我们大人没怎么吃；[拉面年糕] 还不错 韩国甜辣口；[烤五花肉] 稍微有点焦了，感觉不是很健康，口味还可以的，生菜也挺干净；[嫩豆腐汤] 很好喝，鲜美透着辣。豆腐很嫩。家里的狗狗最有意思，主动要搭讪、要你陪着聊天。服务还是不错的推荐：嫩豆腐汤""), (""2025-05-10"", ""在南京开了十几年的老店了，靠近南大，南师大本部，老的文青聚集地。这家韩国料理店口味还是比较地道的，不过不知道是不是因为逐渐成为网红店了，店里的服务其实是有点跟不上的。一些卫生整洁程度也是有所欠缺的，还是希望能改进加强。""), (""2025-05-10"", ""[薄荷] 环境：位置挺好找的，环境还可以的 [服务铃] 服务：还可以口味：有送小菜，小菜的味道还可以，[咕咕炸鸡] 这个还可以，不过个别有点炸过了，稍微有点硬，[炒年糕] 炒年糕挺好吃的，分量还挺大..."")]",汉口路陶谷新村6号105室,"118.775491,32.054391",餐饮服务;外国餐厅;韩国料理,025-89673380,67.0,4.0,10:00-21:00,周一至周日 10:00-21:00,"咕咕炸鸡,拉面年糕,烤五花肉,牛肉菌菇火锅,无骨双拼,石锅拌饭,豆腐汤,酱拌炸鸡,鱼糕汤,辣酱鱿鱼五花肉,牛肉盖饭,炸酱面,咕咕酱饼,海鲜面,招牌拌饭,韩国料理,炒年糕,咕咕鸡,部队火锅,炸薯条,炸鸡,烤牛肉"
元味餐厅(新纪元大酒店店),42.0,4.5,4.5,4.5,4.5,969.0,"鸡汁小笼包,酸菜鱼,下丝,干拌面(配鱼汤),酸菜虾仁炒饭,虾仁蒸饺,鱼汤馄饨,纪元肉包,咸蛋黄虾仁蒸蛋,馄饨鱼汤面","{""上菜快: 39"", ""海鲜棒: 13"", ""停车方便: 9"", ""不用排队: 6"", ""朋友聚餐: 14"", ""约会圣地: 10"", ""家庭聚餐: 8"", ""现做现卖: 6"", ""工作餐: 4"", ""请客: 3""}","[(""2025-05-26"", ""食材新鲜。口味：清爽舒服 [薄荷] 环境：干净舒适 [服务铃] 服务：亲切温暖性价比：很高多次光顾，值得推荐 [干丝] 鱼汤面""), (""2025-05-26"", ""[薄荷] 环境：好 [服务铃] 服务：很好性价比：高口味：挺好推荐：鸡汁小笼包 不二酸菜鱼""), (""2025-05-25"", ""早茶十点就结束了，只能点些早午茶了，鱼汤面和蟹黄馄饨都好吃"")]",新纪元大酒店东2门旁(珠江路地铁站3号口步行170米),"118.783863,32.053175",餐饮服务;中餐厅;江苏菜,025-83322666,,4.3,07:00-20:30,周一至周日 07:00-20:30,
烟波渔港(吉兆营店),,,,,,,停业,,,中山路239号烟波1989,"118.783478,32.052221",餐饮服务;餐饮相关场所;餐饮相关,17761701767,132.0,4.6,10:00-22:00,周一至周日 10:00-22:00,
La Mia Casa意式小馆(南北秀村小区店),122.0,4.6,4.6,4.6,4.7,9633.0,"小馆3.0披萨,蜜瓜火腿,餐前面包,黑松露披萨,肉眼牛排,蘑菇汤,香煎辣虾,千层意面,烤肉拼盘,西冷牛排","{""上菜快: 142"", ""不用排队: 99"", ""弄堂小店: 812"", ""约会圣地: 198"", ""朋友聚餐: 177"", ""闺蜜聚会: 133"", ""现做现卖: 98"", ""下午茶: 40"", ""Brunch: 9"", ""店内消毒: 1""}","[(""2025-05-27"", ""吃了好多次了口味一直没变，环境很幽静，还会再去的""), (""2025-05-26"", ""还可以吧，披萨该有的味道都有，人超级多，早点等位。千层面有点腻，但是蘑菇汤个人感觉好喝，奶奶油味重，好吃。免费的饮料确实有点甜，但是口味还不错。适合附近的人来吃。披萨也是有窑炉的，应该是不错的。至少皮，我也吃掉了 配着奶油蘑菇汤""), (""2025-05-26"", ""菜品的份量有点少。这家店不太宝藏。属实不好吃性价比也不高但是氛围挺好"")]",上海路南秀村14-1,"118.775394,32.055769",餐饮服务;外国餐厅;意式菜品餐厅,025-58578887,166.0,4.8,11:30-14:00 16:30-21:00,周一至周日 11:30-14:00，16:30-21:00,"千层面,火腿,提拉米苏,披萨"
Secco德式餐吧,104.0,4.3,4.3,4.4,4.3,834.0,"鸡肉烤饼,德式香肠,维也纳炸肉排(猪/鸡),披萨,德式肉饼配薯条,德式烤猪肘,萨拉米火腿烤饼,阿佩罗气泡酒,鸡肉沙拉,金枪鱼沙拉","{""不用排队"": 7, ""上菜快"": 7, ""歪果仁出没"": 4, ""朋友聚餐"": 30, ""弄堂小店"": 29, ""Brunch"": 10, ""约会圣地"": 9, ""现做现卖"": 5, ""可带宠物"": 3, ""店内消毒"": 1}","[(""2025-05-23"", ""开了好多年的店了 有时候晚上想喝酒了就会来这家很方便 是个宠物友好店 店员都很喜欢🐶太有爱啦 \n「维也纳炸肉排（猪 / 鸡）」这个第一次吃 鸡肉好香 一点也不柴 配上酱很不错 [点赞]\n「鸡肉烤饼」是扁扁脆脆的 披萨味道很丰富 不错 \n 没点猪肘但是店员超级好 拿了一个给狗狗吃🐶""), (""2025-05-18"", ""我永远爱南京呢。凑活爱屋及乌一下吧""), (""2025-04-25"", ""口味：「萨拉米火腿烤饼」饼底非常薄脆，边缘焦香，口感像饼干。萨拉米火腿咸香浓郁，搭配酸奶油和芝士，奶香 + 烟熏风味平衡。\n「维也纳炸肉排（猪 / 鸡）」- 外皮酥脆，肉排厚度适中 \n\n 性价比：菜品普遍量大，适合多人分享！"")]",南秀村路南秀村14-3号,"118.775132,32.055716",体育休闲服务;娱乐场所;酒吧,13405881162;15996302244;17368013085,,4.7,11:00-01:00,周一至周日 11:00-01:00,"鸡肉,烤饼"
肯德基(广州店),28.0,3.9,4.0,4.0,3.9,690.0,"特惠全家桶,吮指原味鸡(1块装),老北京鸡肉卷,薯条,劲爆鸡米花,榴莲之神云朵蛋挞,皮蛋瘦肉粥,川辣嫩牛五方,咖啡小食,香脆鸡肉堡","{""菜品健康"": 9, ""上菜快"": 8, ""不用排队"": 6, ""发发呆"": 3, ""下午茶"": 15, ""24 小时营业"": 5, ""深夜食堂"": 5, ""工作餐"": 5, ""朋友聚餐"": 3, ""约会圣地"": 1}","[(""2025-05-25"", ""你家真搞笑，两个牛牛汉堡等了 20 分钟都没动静！一堆人在那里也不知道在干嘛？研究新菜谱？无语！就不挺有人来问要不要办啥大神卡！大神你先把我的食物给我可以吗？啥玩意儿！我还是提前点了的！进店坐了十几分钟没反应！杀牛去了？\n 哈，说是被人拿错了，那更逗！我就坐柜台前的…… 不知道是不是说辞了""), (""2025-05-25"", ""食物非常新鲜。繁忙时段不排队就能吃上。吮指原味鸡味道非常正宗。""), (""2025-05-24"", ""这次没拍，主要是上一个套餐的土豆泥没有了，所以临时换了，但是鸡米花是辣的，小孩不肯吃"")]",广州路104号,"118.778164,32.050388",餐饮服务;快餐厅;肯德基,025-86632902,41.0,4.6,24小时营业,周一至周日 00:00-24:00,"红豆派,KFC芋缘花淇淋,芋缘花淇淋,海苔岩烧大鸡腿饭,醇香土豆泥,KFC老北京鸡肉卷,肯大大鸡排,伴柠伴桔鲜果茶,黄金鸡块,蔬菜沙拉,葡式蛋挞,KFC香辣（劲脆）鸡腿堡,鸡米花,现磨咖啡,吮指原味鸡,新奥尔良烤鸡腿堡,薯条,可乐,香辣鸡翅,小食拼盘,玉米沙拉,蛋挞,汉堡,老北京鸡肉卷"
南京鼓楼医院食堂,15.0,3.8,3.8,3.8,3.8,94.0,"卤肉面,盒饭午餐,瘦猪肉片红烧面筋片,牛柳","{""价格实惠"": 15, ""味道赞"": 13, ""菜品健康"": 6, ""性价比高"": 6, ""服务热情"": 4, ""环境很好"": 4, ""分量足"": 3, ""口感赞"": 3, ""早餐"": 14, ""午餐"": 14}","[(""2025-04-29"", ""医院员工还有折扣，中午吃这个还挺划算的，但是过来实习的以及另外外院外人员就稍微贵一点，味道还行吧。总体来说是不错的。""), (""2025-04-08"", ""南京老牌大医院的食堂还是可以的，价格不算贵，干净、卫生，工作人员态度很好。\n 之前在另一家医院呆过，食堂简直可以用脏乱差形容，菜品种类也不多，有对比才有伤害。\n 总体来说对鼓楼医院的软硬件评价都可以，也很人性化。""), (""2025-03-24"", ""他们家菜品的种类很多，可以吃一周不带重样，味道也不错。"")]",中山路321号(鼓楼地铁站1号口步行130米),"118.783772,32.056831",餐饮服务;中餐厅;中餐厅,,19.0,4.0,06:00-20:00,周一至周日 06:00-20:00,
秀爱尔兰餐吧,119.0,4.6,4.5,4.7,4.6,2049.0,"蒜香黄油法包,奥尔良鸡肉披萨,炭烤菲力牛排佐黑胡椒汁,罗曼蒂克牛排,牛油果鲜虾沙拉,提拉米苏,番茄意大利面,榴莲芒果披萨,南瓜汤,提拉米苏蛋糕","{""上菜快"": 29, ""不用排队"": 15, ""弄堂小店"": 127, ""约会圣地"": 70, ""朋友聚餐"": 57, ""闺蜜聚会"": 48, ""别墅"": 27, ""下午茶"": 9, ""老洋房"": 4, ""店内消毒"": 3}","[(""2025-05-26"", ""披萨薄薄的很香脆，牛肉品质不错，羊排口味很好就是有点肥。""), (""2025-05-25"", ""#《沉醉于凯尔特风情之夜 —— 秀・爱尔兰餐吧漫记》\n 推开秀・爱尔兰餐吧的橡木门，仿佛跌入都柏林街角的暖黄色时光胶囊。粗犷原木梁柱间垂落着铜制煤油灯，墙面羊皮地图与爱尔兰竖琴交织出航海时代的浪漫，侍者端着冒泡的健力士黑啤穿梭时，杯壁滑落的「圣帕特里克之泪」在烛光里闪烁如液态琥珀。\n\n「吉尼斯炖牛肉派」是味蕾的狂欢 —— 酥皮如金色海浪裹挟着威士忌浸润的牛肉，叉尖刺破的瞬间，肉汁裹挟着烟熏培根碎倾泻而出，搭配麦香浓郁的黑面包…""), (""2025-05-22"", ""非常 ok 适合聚餐 okkkkk 好的"")]",上海路南秀村29号(云南路地铁站2号口步行470米),"118.774925,32.055580",体育休闲服务;娱乐场所;酒吧,025-85439898,110.0,4.6,11:00-14:00 17:00-02:00,周一至周日 11:00-14:00，17:00-02:00,"榴莲披萨,羊排"
宜祺发·宸宴·融合菜(金轮峰华天地店),36.0,4.2,4.2,4.1,4.2,714.0,"勾魂藤椒鱼,红运辣子鸡,嗨嗨柠檬鱼,酸辣土豆丝,餐奏羮,沸腾麻辣鱼,激情酸菜鱼,开胃茶饮,川府口水鸡,捞汁小木耳","{""海鲜棒"": 19, ""上菜快"": 14, ""不用排队"": 6, ""高大上"": 5, ""工作餐"": 14, ""现做现卖"": 14, ""朋友聚餐"": 6, ""请客"": 6, ""店内消毒"": 1, ""约会圣地"": 1}","[(""2025-04-05"", ""环境优雅，是南通老板开的很多菜品都超好吃，性价比高。服务很好，下次还来""), (""2025-10-20"", ""非常好吃！！！！服务也很好，就是位置有点难找，环境很好，然后羊肉锅非常新鲜，底下有火烤着，羊肉味道很好，配菜也非常好吃""), (""2025-08-29"", ""味道还行，但不是很辣，分量很多，服务也不错 \n 推荐：勾魂藤椒鱼 红运辣子鸡"")]",金轮峰华天地(珠江路地铁站3号口步行80米),"118.783730,32.051852",餐饮服务;中餐厅;中餐厅,13814043276,,4.2,11:00-14:00 16:30-21:00,周一至周日 11:00-14:00，16:30-21:00,融合菜
鸡鸣汤包(广州路店),21.0,4.3,4.3,4.2,4.3,1702.0,"鸡汁汤包,金牌鸭血粉丝汤,赤豆小元宵,桂花糖芋苗,鸡汤馄饨,臻品蟹黄汤包,招牌菊叶汤包,小米南瓜粥,首蓿头汤包,全家福汤包","{""味道赞"": 529, ""肉类好"": 113, ""菜品不错"": 77, ""主食赞"": 28, ""上菜快"": 23, ""交通便利"": 14, ""不用排队"": 5, ""现做现卖"": 5, ""约会圣地"": 4, ""店内消毒"": 1}","[(""2025-05-22"", ""有时候每隔一段时间就会对某一种美食相当渴望 \n 所以每次馋这口就往店里跑 \n 店也很多 \n 哪里都有 \n 点了汤包和小元宵 \n 刚端上桌的汤包...\n 推荐：赤豆小元宵""), (""2025-05-19"", ""[服务铃] 服务：服务员态度好 \n\n [薄荷] 环境：桌面无异味""), (""2025-05-17"", ""鸡鸣汤包是南京必吃榜，有点心动，早晨酒店直接导航到这家。店家的外观很显眼。看他的服务也周到细致大度，免费续。店很小有点挤。点他家招牌的猪肉汤包，和其他品种的汤包，鸡鸭血汤，烧卖，蒸饺等，味道是真的一般，每个蒸笼里都有 2/3 个破的汤水都没有了，不是饱满的像反复蒸了几次一样。真想不到能排前十名。不推荐！"")]",汉口路9号广州路24号401B,"118.780669,32.050191",餐饮服务;快餐厅;快餐厅,025-83531920;19941643597,,4.6,06:00-21:00,周一至周日 06:00-21:00,鸡汁汤包
糯雅芳粥(南京儿童医院店),20.0,3.7,3.7,3.8,3.8,121.0,"皮蛋瘦肉粥,鸡汤鲜肉小馄饨,番茄鸡蛋面疙瘩,网红拇指生煎,韭菜鸡蛋水晶包,红豆沙小丸子,鲜肉一口包,樱花烧麦,料足甜腊八粥","{""味道赞"": 23, ""服务热情"": 23, ""性价比高"": 13, ""干净整洁"": 13, ""菜品健康"": 9, ""上菜快"": 3, ""交通便利"": 3, ""早餐"": 16, ""现做现卖"": 4, ""店内消毒"": 1}","[(""2025-05-09"", ""葱油饼干巴，没有鲜香味儿，不好吃，吃了有点硌嘴""), (""2025-05-08"", ""在儿童医院旁边，位置很好找，早上去的时候店里没有什么人，吃了一会来了不少人，坐下很快就上菜了，西红柿疙瘩汤挺好喝的，烧卖也不错，两个人没吃完，招牌是皮蛋瘦肉粥，比较清淡，看着也不错，下次尝试，祝愿老板生意兴隆""), (""2025-05-02"", ""非常荣幸地中了平台的霸王餐体验 \n 店家服务很周到，诚意满满 \n 黑米红枣桂圆粥，用料不错，味道也挺好，适合早饭 \n 番茄鸡蛋面疙瘩，套餐中给我感觉最好的一道，很好吃！\n 樱花烧卖，味道不错，样子也好看 \n 龙虾小笼包，馅料与汤汁都很鲜美，不错的～～「番茄疙瘩汤」\n 推荐：番茄疙瘩汤"")]",广州路24-2号糯雅方粥,"118.780767,32.050200",餐饮服务;中餐厅;中餐厅,,,4.4,,,
潘老板炸鸡(广州路店),12.0,4.1,4.1,4.0,4.1,1204.0,"炸鸡腿,美年达果汁气泡饮","{""味道赞"": 114, ""肉类好"": 111, ""肉嫩"": 77, ""性价比高"": 48, ""价格实惠"": 40, ""服务热情"": 31, ""菜品不错"": 26, ""炸鸡"": 206, ""下午茶"": 4, ""深夜食堂"": 3}","[(""2025-03-18"", ""老板人不错，服务态度还蛮好的。鸡腿 emmmm 怎么说呢，皮炸的特别厚，鸡腿也不是很嫩，一个鸡腿 10r，还是挺贵的，可能是现在好吃的东西太多了，这种老式炸鸡腿并不是很符合我的口味。感觉如果鸡腿小一点会更入味吧。""), (""2025-09-02"", ""炸鸡腿炸的还算比较入味，老板出餐效率很高。""), (""2025-05-31"", ""[薄荷] 环境：\n 在南大儿童医院门口附近，周围都是大学生，小孩和大学生喜欢吃的基本上口味都会不错😉\n\n [服务铃] 服务：\n 一手交钱一手交货，平平淡淡。\n...\n 推荐：炸鸡腿"")]",广州路22-401A(珠江路地铁站出入口步行310米),"118.780921,32.050203",餐饮服务;餐饮相关场所;餐饮相关,15951988989;15996456786,13.0,4.2,10:00-22:00,周一至周日 10:00-22:00,鸡腿
老南京大三元特色传统点心,31.0,3.9,3.9,3.9,4.0,754.0,"桂花桔红糕,密三万,萨其马,正宗绿豆沙糕,薄荷糕,橘红糕,蛋挞,大手工芝麻董酥糖,三拼桂花米糕,蝴蝶酥","{""口感赞"":111, ""味道赞"":97, ""点心好"":50, ""分量足"":6, ""发发呆"":4, ""不用排队"":3, ""饮品赞"":3, ""复古"":13, ""现做现卖"":11, ""约会圣地"":2}","[(""2025-05-25"", ""更喜欢绿豆糕，就是有点糊嘴，但不是很甜，喜欢推荐：正宗绿豆沙糕""), (""2025-05-21"", ""说是这里的老字号，那我就不多说了，可能大家更多的是吃个回忆。买了橘红桂花糕和蜜三刀拼装，还有一盒糯米糍一样的彩色粘食，啥玩意儿啊都是，太难吃了，蜜三刀那不就是糖油面吗，吃了一口腻的打哆嗦，彩色的糯米糍硬硬的，一点弹性没有，吃了两口拿到咖啡店扔了，属实没必要带回家了。哪个也不推荐""), (""2025-05-18"", ""店里比较小，都是老式糕点，性价比很高"")]",广州路22号(珠江路地铁站出入口步行300米),"118.781018,32.050189",餐饮服务;糕饼店;糕饼店,13951739288,31.0,4.5,08:00-20:00,周一至周日 08:00-20:00,"乌饭,蛋挞,蜜三刀,蝴蝶酥,马蹄糕,条头糕,点心,绿豆糕,青团,桂花糕,水塔糕"
绝味鸭脖(广州路店),21.0,3.8,3.9,3.8,3.7,373.0,"招牌鸭脖,蜜汁鸭翅中,黑鸭鸭锁骨,海带,招牌鸡翅尖,鸭舌头,经典小素拼,招牌虾球,招牌蟹脚","{""味道赞"": 28, ""性价比高"": 18, ""肉类好"": 17, ""价格实惠"": 17, ""服务热情"": 17, ""装修精美"": 5, ""食材新鲜"": 4, ""分量足"": 3, ""重口味"": 12, ""空间小"": 7}","[(""2025-05-07"", ""团的套餐是 7 块的毛豆，少称，只给称了 6 块 5 的，当面指出之后店员还不承认，非说给我称了 7 块的。最后套了两个袋子复称也只有 6 块 5。还说就一两个毛豆的事😒😒😒无语。后面盯着店员再称鸭脖，倒是没做手脚了""), (""2025-03-23"", "" 绝味鸭脖。好吃不腻 \n# 推荐产品：\n- 微辣鸭脖：经典口味，微辣，好吃。\n- 甜辣鸭翅：肉质紧实，微辣入味。\n- 五香鸭掌：五香味浓郁。\n- 甜辣鸭锁骨：最喜欢绝味的鸭锁骨，好吃不腻，甜辣的一开始觉得不辣，后面越吃越辣，好吃的很推荐推荐推荐推荐。""), (""2025-02-17"","" 绝味居然出了甜口的，鸭脖和鸭翅，这情人节限定的新品，赶紧尝试了一下。朋友挺喜欢吃的，我觉得还是辣的更好吃，肉相比甜辣的更多汁一些，更嫩一些，上面裹满了蜜汁。还有不少芝麻，挺新鲜的，店里面东西也挺多的。"")]",广州路22-3号(珠江路地铁站出入口步行300米),"118.781133,32.050193",餐饮服务;餐饮相关场所;餐饮相关,025-83207437;15895982245;4009995917,30.0,4.4,08:00-22:00,周一至周日 08:00-22:00,超值
小粉桥猪蹄(小粉桥店),27.0,4.2,4.2,3.9,4.1,1709.0,"炖猪蹄,卤猪蹄,小粉桥猪尾巴,猪耳朵片,蹄髈,猪手,猪口条,猪蹄膀,猪头肉,卤肉","{""味道赞"": 265, ""肉类好"": 184, ""口感赞"": 109, ""价格实惠"": 37, ""不用排队"": 12, ""点心好"": 4, ""弄堂小店"": 146, ""深夜食堂"": 6, ""分量适中"": 4, ""店内消毒"": 1}","[(""2025-05-24"", ""熟悉的味道回来了，想念了 9 年的猪蹄🥰🥰🥰""), (""2025-05-18"", ""刷到文章去吃，味道还可以，热乎的""), (""2025-05-12"", ""以前就是小粉桥路口的流动摊，今天发现有门面。"")]",珠江路地铁1号出口巷里小粉桥3号,"118.783215,32.051189",餐饮服务;餐饮相关场所;餐饮相关,18761688309,20.0,4.4,06:00-20:00,周一至周日 06:00-20:00,"猪蹄,猪耳朵,猪尾巴,蹄髈,猪蹄猪尾巴猪舌头,卤肉,口条,小粉桥猪蹄"
