name,dp_cost,dp_rating,dp_taste_rating,dp_env_rating,dp_service_rating,dp_comment_num,dp_recommendation_dish,dp_comment_keywords,dp_top3_comments,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
小院冒菜·万物皆可MAO,51.0,4.5,4.5,4.7,4.6,213.0,"特色桂花酒酿豆花,经典香辣冒菜,红豆酒酿,经典五香烤鸭冒,凉山柴熏黑猪鼻,五香冒菜,农家小酥肉,香酥炸平菇,腊肉","{""装修精美"": 62, ""味道赞"": 59, ""环境很好"": 51, ""食材新鲜"": 28, ""菜品健康"": 22, ""主食赞"": 14, ""分量足"": 8, ""文艺清新"": 11, ""朋友聚餐"": 6, ""约会圣地"": 2}","[(""2025-05-27"", ""很宝藏的一家小店，逛街时路过，发现风格好好，很有氛围就来尝试一下。很惊喜，冒菜口味很正宗，豆花和蹄花汤也好喝，店里好多黑胶唱片，服务姐姐人特别好让我们选自己想听的～店门口有室外座位，放了很多鲜花，看着心情就好～朋友也说很好吃，会常来。""), (""2025-05-27"", ""味道还不错，不能吃辣的建议微微辣，辣度刚刚好，两人餐看起来份量不大，但是米饭不限量的情况下能正好吃饱，双人餐配菜很丰富，荤素搭配，周末去吃人还是蛮多的，单人餐也看了一下，有点小贵，分量感觉女生吃不完，适合两人吃""), (""2025-05-27"", ""88 的双人套餐 里边就几块不值钱的破肉 全是烂豆芽和素菜😡踩大雷两个女生还多加了一份小菜都没吃饱 做的甚至不如某些二十几块钱一份的外卖店 巨难吃 性价比很低 不知道这么多好评都怎么来的"")]",金银街17号(云南路地铁站2号口步行270米),"118.775791,32.057610",餐饮服务;中餐厅;中餐厅,17301583908,,4.5,10:30-21:30,周一至周日 10:30-21:30,冒菜
可西玛西班牙餐厅,119.0,4.4,4.4,4.2,4.4,1744.0,"西班牙海鲜饭,Tapas拼盘,士豆饼,桑格利亚,烤猪肋排,牛肉奶酪TAPAS,墨鱼汁海鲜面,地中海烤翅,墨鱼汁面,可西玛披萨","{""上菜快"": 33, ""不用排队"": 8, ""闺蜜聚会"": 28, ""约会圣地"": 26, ""朋友聚餐"": 24, ""文艺清新"": 21, ""现做现卖"": 21, ""下午茶"": 10, ""弄堂小店"": 10, ""店内消毒"": 1}","[(""2025-05-27"", ""由于店面超级迷你，导致这么多年竟然没有发现过这家店。\n 由于间歇性想吃西班牙海鲜饭找过来的，口味还可以但没有惊艳。\n 相对来说金枪鱼沙拉更好吃，品质不错。""), (""2025-05-24"", ""很久以前吃的了。确实挺好的。特别好吃的海鲜饭忘记拍了。""), (""2025-05-24"", ""环境着实有点小，店里只能坐 3 - 4 桌这样，不过室外也有座位，也可以坐！\n「西班牙海鲜饭」算是招牌必点的海鲜饭，虾还不错，青口贝有点腥，米饭偏软的口感，吃多了会稍微有点腻 \n「Tapas 拼盘」推荐其中一个牛肉的，还不错！拼盘就是每个味道都可以尝到啦！"")]",上海路120号(上海路南京银行对面与汉口交叉路口),"118.774232,32.054519",餐饮服务;外国餐厅;地中海风格菜品,025-83337576;13951665575,81.0,4.5,10:00-21:30,周一至周日 10:00-21:30,"西班牙海鲜饭,土豆饼,桑格利亚,披萨,芝士火腿烤土豆,tapas,墨鱼海鲜饭,蒜香烤翅,凯撒沙拉,可西马披萨,可西玛沙拉,巴塞罗那小吃,金枪鱼色拉,马德里小吃,西班牙女士啤酒（柠檬味）,海鲜饭,大虾,pizza"
鸭得堡(羲和商业广场店),19.0,4.2,4.2,4.2,4.2,130.0,"招牌老鸭粉丝汤,锅巴老鸭粉丝汤,云上蒸饺,虾仁汤包,香酥锅巴,盐水鸭腿,鸭杂汤泡饭,樱花汤包,鸭肝鸭肠老鸭粉丝汤","{""味道赞"": 29, ""服务热情"": 25, ""价格实惠"": 17, ""性价比高"": 17, ""食材新鲜"": 14, ""环境很好"": 14, ""菜品健康"": 10, ""肉类好"": 10, ""主食赞"": 4, ""约会圣地"": 3}","[(""2025-05-27"", ""口味：老鸭粉丝汤分量充足，汤料鲜美可口。喜欢送的锅巴泡汤特好吃😋\n [薄荷] 环境：环境干净卫生整洁 \n [服务铃] 服务：服务员态度好 \n 推荐：鸭杂汤泡饭""), (""2025-05-21"", ""南京鸭血粉丝的招牌了，以前只在新街口吃过，羲和开了一家，环境挺好，人不是很多，就餐体验感挺不错的。""), (""2025-05-18"", ""鸭得堡连锁里比较差的一家，碗筷勺洗得不干净，汤偏咸，花钱加菜扣扣搜搜，理解生意不好干，但最起码的认真还是得有，望改进"")]",新街口街道中山路288号28羲和商业广场,"118.785225,32.054375",餐饮服务;餐饮相关场所;餐饮相关,,,4.1,,,
朱氏梅花糕,7.0,4.1,4.1,3.8,4.0,1929.0,"豆沙梅花糕,紫薯梅花糕,云南布拉卷粉,水果馅梅花糕,香蕉梅花糕,梅干菜杂粮煎饼,小圆子,小元宵,馄饨,素鸡热干面","{""不用排队"": 27, ""冬天吃过瘾"": 7, ""菜品健康"": 7, ""发发呆"": 5, ""现做现卖"": 62, ""弄堂小店"": 26, ""下午茶"": 9, ""闺蜜聚会"": 6, ""朋友聚餐"": 5, ""店内消毒"": 1}","[(""2025-05-27"", ""啊啊啊啊 特地路过去买的 结果忘记拍照了 \n 号称南京前三的梅花糕 \n 妥妥南京特色美食了～\n 豆沙口味 5 元一个 还有紫薯 黄桃等口味的 \n 我个人偏爱豆沙 经典口味 吃起来绵绵糯糯的 \n 比景区的要好吃很多 一定要趁热吃 吃起来又软糯还边还脆脆的！...""), (""2025-05-24"", ""在陶谷新村 city walk，听说这个朱氏梅花糕好吃，专门来买一买。还挺快的有 10 个人左右在排队，5 分钟就买到了刚出锅的糕糕。要的豆沙口味，特别糯，有桂花清香，5 块钱一大份，不错哦。还有紫薯 香蕉 菠萝味的，下次尝一尝""), (""2025-05-24"", ""去了两次，还好不怎么排队，味道确实不错。"")]",上海路120号-1,"118.774189,32.054636",餐饮服务;中餐厅;中餐厅,13951761715;15062284608,3.0,4.7,11:00-18:00,周一至周日 11:00-18:00,"紫薯梅花糕,豆沙梅花糕,朱师傅梅花糕,红豆梅花糕,馄饨,布拉卷粉,梅干菜煎饼,水果馅,豆沙,梅花糕"
比萨时光(上海路店),74.0,4.4,4.4,4.3,4.4,591.0,"榴莲芝士全肉双拼披萨,泰式咖喱大虾,四喜团圆披萨,招牌香辣肉碎饭,菲力牛排沙律,小食拼盘,超级全肉披萨,奶油蘑菇汤,榴莲披萨","{""味道赞"": 151, ""牛肉赞"": 10, ""主食赞"": 10, ""海鲜棒"": 9, ""上菜快"": 4, ""朋友聚餐"": 10, ""现做现卖"": 10, ""约会圣地"": 9, ""文艺清新"": 6, ""闺蜜聚会"": 6}","[(""2025-05-14"", ""上海路那边一家主打披萨🍕和西式快餐的店铺，店铺不大，环境方面还不错。\n 中午去的时候，店里顾客还挺多的，看起来生意不错。\n 他家的几款招牌披萨🍕「榴莲芝士全肉双拼披萨」「超级全肉披萨」「四喜团圆披萨」「阿尔巴培根披萨」「帕尔玛进口风干火腿披萨」「金枪鱼披萨」「水果披萨」「玛格丽特 pizza」等等，比较喜欢他家的招牌榴莲披萨，味道吃起来甜而不腻哦！""), (""2025-03-30"", ""上海路附近的一家披萨店铺，店铺不大，环境还可以吧！他家的招牌披萨还挺有特色的，吃起来味道还不错。他家的泰式咖喱大虾🍤 咖喱味道还挺浓郁的，意面🍝也挺好吃的。他家的招牌油炸小吃也还不错，还会再来光顾的哦！""), (""2025-03-29"", ""饭点时间去的，店里的人还挺多的，看起来生意不错。点了几道他家的招牌菜品，看起来都还可以。他家的招牌披萨味道不错，披萨上面的馅料放的还挺多的，口感也比较松软哦！他家的招牌小吃也是炸的香酥可口，还会回购的呢！"")]",上海路81-7号,"118.774805,32.052207",餐饮服务;快餐厅;快餐厅,13770625552;13813973282,72.0,4.3,,周一，周三至周日 11:00-14:00，16:00-21:00,"提拉米苏,水果披萨,帕尔玛进口风干火煺披萨,榴莲芝士披萨,意大利肉酱面,孜然烤羊排,水牛奶酪沙拉,海鲜岛粉丝沙律,培根披萨,榴莲芝士全肉双拼披萨,土豆泥,比萨"
麦当劳(广州路餐厅),24.0,4.0,4.1,4.0,4.0,729.0,"薯条,圆筒冰淇淋,麦乐鸡(5块),双层芝士汉堡,双层吉工汉堡,安格斯辣翅套,香芋派,巨无霸,麦麦脆汁鸡(琵琶腿),麦旋风奥利奥原味","{""菜品健康"": 9, ""不用排队"": 8, ""发发呆"": 6, ""上菜快"": 3, ""下午茶"": 10, ""朋友聚餐"": 5, ""工作餐"": 5, ""深夜食堂"": 4, ""店内消毒"": 3, ""约会圣地"": 1}","[(""2025-05-15"", ""一楼座位少，楼上还挺大，7 旁边有网吧。""), (""2025-05-06"", ""[薄荷] 环境：非常干净整洁，看起来很舒服，就是有时候不怎么有位置 \n [服务铃] 服务：整体非常热情友好，很细致 \n 性价比：可以""), (""2025-04-22"", ""学校门口的麦当劳！真的太方便了🥳🥳🥳\n 早餐很实惠！！！之前都是在某团团券的，最近发现直接到线下的点餐机器点，更加优惠！！！！火腿汉堡 + 咖啡还是 9.9🥳🥳🥳还以为没有了呢…… 最喜欢的芝士煎蛋帕尼尼 + 咖啡 11.9！\n 午餐的话还是觉得 1+1 套餐最实惠🥳🥳🥳如果 1+1 套餐选择多一点就好了🥺\n 推荐：薯条 双层芝士汉堡"")]",广州路14号(珠江路地铁站出入口步行160米),"118.782511,32.050331",餐饮服务;快餐厅;麦当劳|餐饮服务;甜品店;甜品店,025-87702817;4008517517,25.0,4.7,07:00-22:00,周一至周日 07:00-22:00,"原味板烧鸡腿麦满分组合,麦当劳超值嗨餐,（2-3人餐）,麦辣美味三件套,可乐鸡翅,家有金桶（脆鸡版）,安格斯系列,大脆鸡扒麦满分组合,人气美味尽享套餐,板烧美味三件套,麦辣鸡腿堡,巨无霸汉堡,家有金桶（汉堡版）,汉堡,鸡块,巨无霸,大鸡排,下午茶,双人餐,薯条"
筷尚客大食堂(广州路店),26.0,3.3,3.3,3.4,3.3,63.0,"土豆烧牛肉,西红柿鸡蛋,青椒牛肚,香菇青菜,酸菜鱼,奶香小馒头,紫菜蛋汤,皮肚三鲜丸子,小青菜,清蒸鲈鱼","{""味道赞"": 14, ""菜品不错"": 10, ""性价比高"": 5, ""装修精美"": 4, ""食材新鲜"": 4, ""空间大"": 4, ""午餐"": 14, ""烤鸭"": 3, ""店内消毒"": 1, ""价格高"": 4}","[(""2025-05-23"", ""去南京旅游，下了动车到珠江路地铁站的地方找吃的，就去这家。味道蛮好，也不贵才 19 块钱。\n 米很好吃，有机会再去南京吃这家。""), (""2025-05-11"", ""晚上过来吃饭，刚喝汤发现汤里有虫，就找服务员换了一碗，结果第二碗没注意，喝了一半，里面还是好多只虫，虫的脚都可以看清，我们两个人三碗汤，里面都是虫。服务员看了，第一动作就是把虫扔垃圾桶，我给他们说了几次，你这个是菜里的虫，检查一下剩下的一桶汤，但是一群人都不在乎，没有人去处理那桶汤，反而打汤的阿姨说是夏天蚊虫多，飞进去的。食品安全大过天，汤里都是小虫，还是很多的情况下，没有人去处理那一桶汤，就放在那里继续卖给后面来的客人，这钱赚着不亏心嘛。我提醒了三次，让服务员检查剩下的汤，没有任何人去检查，只是送我两瓶饮料想解决，我没有要她的饮料，只是想让他们处理那桶汤，不然要卖给更多的人🤢。但是服务员毫不在意，只是推卸责任，汤里那么多小虫，都无所谓，看来品质经常都是这种了。避雷吧大家，真的吃着不放心的一家店。""), (""2025-05-06"", ""作为一个常年吃的老顾客 因为公司就在旁边 实在忍不住来评论了 希望店家能看见！！！食材吃的出来的干净新鲜 环境也不错 但实在搞不懂为什么炒素菜也要放生姜 甚至是炒青菜也放 还是姜末 根本没法挑出来 从来没想过不吃辛辣配菜的顾客吗？？荤菜放生姜也就算了 素菜放的意义在哪？？实在不行换成能挑出来的姜丝或姜块也行啊"")]",广州路12-7号(珠江路地铁站出入口步行150米),"118.782625,32.050335",餐饮服务;中餐厅;中餐厅,025-58363795;13601582099,30.0,4.5,09:30-21:00,周一至周日 09:30-21:00,带鱼
兰州拉面(吉兆营店),17.0,3.5,3.5,3.6,3.6,46.0,"牛肉拉面,红烧牛肉拉面,土豆烧牛肉盖浇面,新疆大盘鸡,榨菜炒牛肉盖浇面,油泼面,西红柿鸡蛋拉面,煎鸡蛋,平菇炒牛肉盖浇饭,兰州炒饭","{""味道赞"": 8, ""干净整洁"": 5, ""牛肉赞"": 3, ""弄堂小店"": 5, ""空间小"": 3}","[(""2025-02-21"", ""老店新开，装修后店面亮堂了许多，崭新的环境就是让人欢喜。\n 干切面的面条筋道，汤底清亮，牛肉片五六小片，也算对得起本身的价格。卤蛋原来是虎皮蛋，还以为会油腻，吃在嘴里超乎我的预期，居然别有滋味哎🥰 肉串口感略干，记得买杯奶茶过一过哈🥤""), (""2024-12-15"", ""去吃巷子里的东北菜，8 点多了还得排队 2 小时，实在撑不住来兰州拉面吃个简餐垫垫肚子 \n「牛肉拉面」经典的牛肉面，面是现拉的，面条还可以，虽然我觉得面条有点细，汤底不太好，没有其他家适口性好 \n「酸菜牛肉面」看是新品，比普通的面贵 5 元，20 一碗，就多了点酸菜，其他没什么不一样，建议还是经典口味。\n 简简单单的面条，垫肚子可以。""), (""2025-01-10"", ""[薄荷] 环境:\n 环境就是比较正常的，兰州拉面店干干净净的地方也比较敞亮 \n [服务铃] 服务:\n 基本上是清真姑娘一个人在外面忙活，每个人都会问一下啊要不要煎蛋。大部分人就要了。坚持不懈的营销策略。\n 而且如果不明确说大小碗的话基本上会上大的。..."")]",中山路248号(珠江路地铁站3号口步行210米),"118.784745,32.052278",餐饮服务;中餐厅;清真菜馆,18751990095,17.0,4.2,07:00-22:00,周一至周日 07:00-22:00,拉面
月影韩国餐厅(上海路小区店),81.0,4.1,4.1,4.0,4.2,1125.0,"烤五花肉,糖醋肉,鸡蛋卷,奶酪玉米,土豆饼,炒方便面,芝士炒年糕,辣牛肉粉丝汤,辛拉面,海鲜豆腐汤","{""牛肉赞"":43, ""海鲜棒"":28, ""不用排队"":5, ""发发呆"":4, ""深夜食堂"":61, ""朋友聚餐"":23, ""现做现卖"":15, ""闺蜜聚会"":9, ""约会圣地"":3, ""上菜慢"":41}","[(""2025-05-14"", ""天热起来了就想吃这种非烤肉类的韩料 对他家印象深刻的点还是在于营业时间结束的迟。一楼两张桌子都满了，拖鞋上楼上三个房间 有点日本名宿那种二楼榻榻米，挺干净的 坐下来也不会难受觉得挺有安全感的哈哈哈 鸡蛋卷现场制作痕迹明显 第一个空盘的菜 因为减肥糖醋肉和年糕类的都不敢点 冷面好吃 我是冷面星人，但是不吃冷面的朋友第一次夸好吃 必点这个拌冷面！炸猪猪排朋友觉得薄 我觉得是刚刚好，我喜欢偏硬口感 ，到最后都是酥酥的。排名第一的五花肉说实话一般 ，每家韩料五花肉都是必点 ，这个有点腌过的感觉... 推荐：烤五花肉 辣牛肉粉丝汤 奶酪玉米""), (""2025-05-14"", ""就我吃这么久韩料以来最难吃的一家，排第一！难吃爆，炸鸡都是糊的，方便面煮的烂的都捞不起来蛋包饭不就是番茄酱撒在上面，难吃爆避雷搞不懂怎么开在南京的，怪不得不在新街口附近这种开新街口早倒闭""), (""2025-05-12"", ""晚上七点多到店，进去被服务员问有预订吗？没有预订就不接待。牛逼哄哄的店，没有预订还不给吃了，简直想一出是一出哦，门头上也没规定写只接受提前预订的客人，不接受临时过去的。环境看上去脏兮兮的，再加上这待客之道，祝早日关门大吉"")]",上海路87号(近广州路),"118.774188,32.053511",餐饮服务;外国餐厅;韩国料理,025-83207207;13770762064,64.0,4.6,16:00-04:00,周一至周日 16:00-04:00,"芝士炒年糕,烤五花肉,泡菜饼,奶酪玉米,冷面,豆腐汤,辛拉面,泡菜汤,什锦粉丝,泡菜炒五花肉,海鲜豆腐汤,炒拉面,土豆饼,芝士玉米,辣牛肉粉丝汤,糖醋肉,炒方便面,烤年糕,五花肉"
Genuine南洋小馆,80.0,4.5,4.5,4.7,4.7,1177.0,"冬阴功汤,泰式炭烧猪颈肉,咖喱面包鸡,咖喱虾,芒果糯米饭,新加坡肉骨茶,斑斓椰奶海南清补凉,椰丝斑斓卷,海南白切文昌鸡,新加坡咖椰黄油吐司","{""肉类好"":59, ""主食赞"":53, ""海鲜棒"":24, ""上菜快"":19, ""约会圣地"":27, ""朋友聚餐"":17, ""闺蜜聚会"":7, ""下午茶"":6, ""文艺清新"":4, ""请客"":3}","[(""2025-05-27"", ""非常好的环境，餐品口味也很好～很适合闺蜜闺蜜聚会""), (""2025-05-27"", ""口味很好，有南阳特色，环境优美，闹中取静""), (""2025-05-27"", ""味道很好，环境也好，老板娘也很热情"")]",上海路150号(云南路地铁站2号口步行360米),"118.774287,32.055767",餐饮服务;快餐厅;快餐厅,18251838864,,4.6,11:00-21:00,周一至周日 11:00-21:00,"海南鸡,鸡煲,虾仁,鸡肉,冬阴功汤,罗氏虾,牛肉丸"
䱊贩寿司,,,,,,,停业,,,广州路12号3楼(珠江路地铁站出入口步行110米),"118.782998,32.050455",餐饮服务;外国餐厅;日本料理,,,4.0,11:00-14:30 17:00-21:00,"周一至周日 11:00-14:30,17:00-21:00",寿司
董家金牌锅贴(南京大学鼓楼校区店),20.0,3.6,3.6,3.7,3.6,251.0,"金牌锅贴,骨汤馄炖,鸭血粉丝汤,素馅儿锅贴,荠菜肉馄饨,小馄饨,骨汤鸭血馄饨,辣油,红豆稀饭,先锋盖浇饭","{""味道赞"":42, ""空间大"":26, ""性价比高"":21, ""服务热情"":19, ""肉类好"":18, ""价格实惠"":16, ""口感赞"":16, ""分量足"":5, ""上菜快"":3, ""早餐"":24}","[(""2025-05-11"", ""下火车垫肚子的第一家「肉馅锅贴」锅贴很大 肉质也很好 就是不够嘴烫 所以口感有点影响「素锅贴」这个一般般 还是肉馅的好吃啊～""), (""2025-04-15"", ""「肉馅锅贴」锅贴口味不错，不会油腻""), (""2025-04-13"", ""他们家的锅贴非常好吃，上班的时候经常过去。"")]",广州路14-5号(珠江路地铁站出入口步行130米),"118.782897,32.050357",餐饮服务;中餐厅;中餐厅,17705181388,13.0,4.1,07:00-22:00,周一至周日 07:00-22:00,
赣味记忆·地道江西小炒(南京首店),65.0,4.5,4.5,4.5,4.5,1726.0,"江西炒米粉,余干辣椒小炒肉,萍乡莲花血鸭,小炒黄牛肉,江西油浸鱼,井冈山豆皮,赣南黄牛蹄,芸豆猪手汤,江西腐竹烧肉,瓦罐煨汤汤","{""主食赞"":75, ""上菜快"":52, ""交通便利"":32, ""牛肉赞"":26, ""不用排队"":9, ""停车方便"":8, ""海鲜棒"":5, ""现做现卖"":24, ""朋友聚餐"":14, ""约会圣地"":9}","[(""2025-05-27"", ""很好味道不错环境优美味道非常正宗""), (""2025-05-27"", ""环境好，服务好大家都来吃，go go go""), (""2025-05-27"", ""[薄荷] 环境：地理位置还是不错的 珠江路地铁下来走几步就到了 很好找 环境也不错 整体比较干净 [服务铃] 服务：服务态度非常好 有需求都能尽快满足 也比较关注客人的情况口味：口味真的很不错 在南京吃到过算是很不错的赣菜 鲜辣可口 值得推荐"")]",广州路12号-202室,"118.782974,32.050393",餐饮服务;中餐厅;中餐厅,,,4.7,,,
第一泉酒家(鼓楼店),102.0,3.9,3.9,3.8,3.8,631.0,"小鱼锅贴,我超爱的江米排骨,豆腐圆子,十三香龙虾,酸辣鸡丝汤,鲶鱼粉皮,酸汤鱼圆,淮安软兜,红烧肉","{""菜品不错"":72, ""肉类好"":54, ""海鲜棒"":34, ""上菜快"":12, ""高大上"":10, ""请客"":43, ""朋友聚餐"":12, ""弄堂小店"":5, ""约会圣地"":3, ""分量少"":12}","[(""2025-05-21"", ""最好吃的是凉菜萝卜，你敢信，鱼丸汤千万别点，虽然点的时候店家好心提醒没以前好吃了，真的不好吃～臭鳜鱼和凑豆腐肥肠都很不错，腰花稍微有点老，真的是徽京，这家是开了二十几年的店，好吃的招牌基本是徽菜呀～哇哈哈😄""), (""2025-04-24"", ""店开了很久了，刚工作的时候会跟着同事们过来改善下伙食。距离学校很近，出了校门过马路就是。大堂通常人不是太多，店里挂着很多明星照片。菜品口味不是很重，扇贝、鲍鱼、鸽子都很好吃。羊肉锅，鱿鱼也都还不错。可以常来""), (""2025-04-13"", ""不起眼的宝藏店铺，菜非常好吃，咸淡适宜，口感清爽，不油腻，也不寡淡，刚刚好，很开胃。"")]",北京西路6号(近海宁大酒店),"118.778959,32.059194",餐饮服务;中餐厅;中餐厅,025-86632356,53.0,4.7,11:00-14:00 17:00-20:30,"周一至周日 11:00-14:00,17:00-20:30","小鱼锅贴,我超爱的江米排骨,豆腐圆子,十三香龙虾,鲶鱼粉皮,酸辣鸡丝,糖醋里脊,三鲜老油条,酸汤鱼圆,淮安软兜,油焖茄子,南瓜饼,切片鲈鱼,酸辣汤,糯米藕"
永和大王(广州路店),20.0,3.9,3.9,3.9,3.9,1638.0,"现磨豆浆,大王香菇卤肉饭,非矾油条,宫爆鸡丁饭,卤肉饭,早餐鲜肉小馄饨,早餐蛋饼油条,燕麦红豆谷物豆浆,醇香豆浆乌龙茶,御品番茄牛肉面","{""主食赞"":82, ""上菜快"":32, ""菜品健康"":31, ""工作餐"":32, ""现做现卖"":10, ""店内消毒"":4, ""Brunch"":4, ""约会圣地"":3, ""下午茶"":3, ""朋友聚餐"":3}","[(""2025-05-27"", ""卤肉饭永远的神，大鸡腿炸的也很酥脆，豆浆是招牌，依然冷热都好喝的""), (""2025-05-27"", ""永和大王，广州路这家店开了好久了有时候路过会买一份豆浆，夏天到了，一杯冰豆浆尤其解渴，去的时候人不多，附近就是南京大学，南京师范大学等高校，看到不少学生在店里就餐，点了一份宫保鸡丁套餐，再加一杯冰豆浆，记得宫保鸡丁里面有花生。这个没有，大块的鸡肉很滑嫩，咸甜口的，配了包菜丝，雪菜，正好解腻，事实证明，冰豆浆好喝""), (""2025-05-21"", ""忘记用团购券，现场点餐的，卤肉饭加猪排加豆浆一共 33 元，小贵，印象中卤肉饭没那么贵的。卤肉饭依然经典，还是蛮好吃，就是份量太小，女生饭量大点的不够吃，炸猪排很酥很香，不油腻，很好吃。冰豆浆也没有很甜，怕胖人士可以放心吃"")]",广州路5-11号(珠江路地铁站出入口步行280米),"118.781825,32.049838",餐饮服务;中餐厅;中餐厅,025-83300464;18801599408;4008159797,20.0,4.7,06:00-23:00,周一至周日 06:00-23:00,"一口鲜小笼包,野山椒翘脚牛肉饭,喷香藤椒鸡,老长沙肉炒肉,大王卤肉饭升级单人三件套,大王卤肉饭三件套,猪排,皮蛋瘦肉粥,豆浆油条,鸡排,卤肉饭,油条,饭团"
肯德基(珠江路地铁店),20.0,3.8,3.9,4.0,4.0,249.0,"黄金SPA鸡排堡,黄金鸡块(5块装),吮指原味鸡(1块装),劲脆鸡腿堡,热辣香骨鸡(3块装),黄金脆皮鸡兑换券,香辣鸡腿堡,肯德基嗷嗷大鸡架,老北京鸡肉卷,葡式蛋挞装","{""性价比高"":21, ""服务热情"":18, ""价格实惠"":16, ""味道赞"":15, ""肉类好"":11, ""饮品赞"":6, ""炸鸡"":19, ""深夜食堂"":3, ""朋友聚餐"":3, ""店内消毒"":1}","[(""2025-04-30"", ""口味：挺好吃的，肯德基的味儿，刚出锅的炸鸡还是很好吃的 [薄荷] 环境：挺干净的，开在地铁口还是很方便的，提前点餐，路过就能拿了。[服务铃] 服务：一般，可能珠江路人比较多吧，早上点早饭有时候会忘记放勺子。性价比：还行""), (""2025-04-27"", ""还可以，只能说还可以，菜品出的还可以吧，炸鸡也挺好吃的吮脂原味炸鸡，¥9.9 的性价比很高，希望不要换工厂，如果每周四都有就好了，也希望肯德基能够认真地做产品去恢复一些较好的产品，而不是一直联动联动联动，你是一个食品商店，你又不是一个卖 ip 的商店。图找不着了，后面两个凑合用吧""), (""2025-04-18"", ""所有餐食都提前做好放在保温箱过长时间，薯饼是烂踏踏的，拿出来中间已经断两节；牛肉大饼吃起来已经全僵了，饼皮全部黏在包装纸上，里面的脆酥是软的；咖啡是从冰箱拿出来提前做好的。所有的餐食没有一个是新鲜出炉的，该店已经不止一次食物品质不新鲜了。"")]",中山路221号负一层101至106室115至119室,"118.783637,32.050772",餐饮服务;快餐厅;肯德基,025-85601286,21.0,4.3,06:00-21:00,周一至周日 06:00-21:00,"蛋挞,饭团,薯条"
玄姬Bistro,77.0,4.5,4.4,4.7,4.6,1405.0,"培根奶油意面,芝士炸猪排,黄油胡椒虾,辣咖喱牛腩,桃子气泡水,石榴气泡,泰式海鲜汤,肉眼牛排,咖喱鸡排饭,玉米脆","{""上菜快"":15, ""不用排队"":5, ""弄堂小店"":58, ""Brunch"":52, ""约会圣地"":44, ""闺蜜聚会"":28, ""下午茶"":19, ""朋友聚餐"":18, ""文艺清新"":11, ""可带宠物"":5}","[(""2025-05-25"", ""第一次看到这个菜就觉得一定会很好吃炖煮后的猪排柔软弹牙混合着软嫩多汁的苹果肉拌饭真好吃呀～去年泡的荔枝酒还没喝完...""), (""2025-05-23"", ""好吃已经来吃好几次了！！！推荐推荐推荐！""), (""2025-05-23"", ""和闺蜜来吃午餐，套餐很划算「泰式打抛猪肉盖浇饭」超好吃"")]",上海路85号上海路小区,"118.774212,32.052824",餐饮服务;外国餐厅;西餐厅(综合风味),,55.0,4.4,11:30-21:30,周一至周日 11:30-21:30,
玄姬Bistro(上海路小区店),,,,,,,停业,,,北冬瓜市坡上,"118.774166,32.052822",餐饮服务;外国餐厅;西餐厅(综合风味),18013874327,,4.7,,,"芝士,下午茶,番茄酱,意大利面"
